id,gjennomforing_id,innsatsbehov,start_dato,slutt_dato
deltaker4272,gjennomføring55,S.Tilpasset,2011-03-15,2016-03-03
deltaker4273,gjennomføring181,S.Tilpasset,2018-10-13,2020-08-17
deltaker4274,gjennomføring82,S.Bestemt,2014-10-29,2023-06-21
deltaker4275,gjennomføring19,Landegruppe3,2017-12-05,2018-04-10
deltaker4276,gjennomføring36,S.Bestemt,2023-06-10,2025-06-04
deltaker4277,gjennomføring194,Landegruppe3,2015-04-08,2015-05-17
deltaker4278,gjennomføring177,Landegruppe3,2018-06-05,2019-06-16
deltaker4279,gjennomføring133,Landegruppe3,2014-12-28,2016-08-14
deltaker4280,gjennomføring7,Landegruppe3,2023-06-18,2024-06-10
deltaker4281,gjennomføring31,S.Tilpasset,2021-12-16,2024-05-21
deltaker4282,gjennomføring41,Landegruppe3,2026-10-24,2026-11-15
deltaker4283,gjennomføring48,S.Bestemt,2016-06-22,2016-11-18
deltaker4284,gjennomføring58,S.Bestemt,2016-07-10,2016-10-01
deltaker4285,gjennomføring42,Landegruppe3,2023-05-11,2024-03-17
deltaker4286,gjennomføring37,S.Bestemt,2016-05-04,2019-02-23
deltaker4287,gjennomføring70,S.Bestemt,2019-06-06,2019-09-23
deltaker4288,gjennomføring171,S.Bestemt,2024-02-23,2026-06-24
deltaker4289,gjennomføring161,Landegruppe3,2026-10-16,2026-10-23
deltaker4290,gjennomføring50,S.Bestemt,2020-08-24,2020-08-27
deltaker4291,gjennomføring74,S.Bestemt,2026-10-12,2026-10-13
deltaker4292,gjennomføring92,S.Tilpasset,2019-02-25,2023-07-04
deltaker4293,gjennomføring130,S.Tilpasset,2020-10-30,2023-08-22
deltaker4294,gjennomføring65,Landegruppe3,2013-09-23,2013-10-11
deltaker4295,gjennomføring33,Landegruppe3,2017-02-10,2019-04-06
deltaker4296,gjennomføring111,S.Bestemt,2010-06-12,2010-08-23
deltaker4297,gjennomføring99,Landegruppe3,2022-08-23,2024-04-02
deltaker4298,gjennomføring154,S.Bestemt,2025-05-02,2025-10-05
deltaker4299,gjennomføring76,S.Bestemt,2018-01-13,2018-11-14
deltaker4300,gjennomføring56,Landegruppe3,2022-01-27,2022-12-11
deltaker4301,gjennomføring10,S.Tilpasset,2022-01-30,2022-11-17
deltaker4302,gjennomføring73,S.Bestemt,2017-01-15,2019-12-04
deltaker4303,gjennomføring108,S.Tilpasset,2024-05-31,2025-01-25
deltaker4304,gjennomføring179,S.Bestemt,2012-02-25,2017-12-28
deltaker4305,gjennomføring22,S.Tilpasset,2015-02-08,2017-01-12
deltaker4306,gjennomføring81,S.Bestemt,2017-03-03,2017-03-29
deltaker4307,gjennomføring132,S.Bestemt,2023-07-17,2024-12-05
deltaker4308,gjennomføring125,S.Bestemt,2024-06-04,2026-01-09
deltaker4309,gjennomføring193,Landegruppe3,2017-03-16,2022-01-27
deltaker4310,gjennomføring125,S.Bestemt,2025-12-14,2026-06-03
deltaker4311,gjennomføring108,S.Tilpasset,2025-01-20,2025-03-27
deltaker4312,gjennomføring83,S.Bestemt,2025-11-14,2025-12-26
deltaker4313,gjennomføring65,S.Tilpasset,2013-09-23,2013-11-30
deltaker4314,gjennomføring12,S.Tilpasset,2026-04-19,2026-06-12
deltaker4315,gjennomføring162,S.Bestemt,2022-11-15,2022-12-23
deltaker4316,gjennomføring111,S.Tilpasset,2009-07-13,2010-07-03
deltaker4317,gjennomføring21,S.Tilpasset,2018-07-25,2018-07-27
deltaker4318,gjennomføring64,S.Bestemt,2009-07-08,2009-07-09
deltaker4319,gjennomføring164,S.Tilpasset,2026-06-06,2026-06-14
deltaker4320,gjennomføring63,S.Bestemt,2026-09-27,2026-10-04
deltaker4321,gjennomføring36,S.Bestemt,2025-09-18,2026-08-10
deltaker4322,gjennomføring41,S.Bestemt,2026-10-05,2026-11-19
deltaker4323,gjennomføring181,S.Bestemt,2020-09-27,2020-11-11
deltaker4324,gjennomføring174,S.Tilpasset,2026-03-08,2026-03-25
deltaker4325,gjennomføring5,S.Tilpasset,2024-07-19,2024-10-20
deltaker4326,gjennomføring124,S.Tilpasset,2016-11-27,2020-05-09
deltaker4327,gjennomføring93,S.Bestemt,2015-04-03,2016-09-23
deltaker4328,gjennomføring154,Landegruppe3,2025-03-02,2025-05-25
deltaker4329,gjennomføring113,S.Tilpasset,2012-02-28,2014-06-17
deltaker4330,gjennomføring100,Landegruppe3,2024-06-06,2025-03-30
deltaker4331,gjennomføring176,S.Bestemt,2026-11-28,2026-11-29
deltaker4332,gjennomføring35,Landegruppe3,2012-07-13,2016-01-03
deltaker4333,gjennomføring160,S.Tilpasset,2019-08-10,2019-08-12
deltaker4334,gjennomføring67,Landegruppe3,2022-09-07,2024-05-05
deltaker4335,gjennomføring76,S.Bestemt,2018-12-21,2019-06-10
deltaker4336,gjennomføring100,S.Tilpasset,2024-02-06,2025-07-03
deltaker4337,gjennomføring134,Landegruppe3,2024-05-21,2025-12-25
deltaker4338,gjennomføring44,S.Bestemt,2020-10-24,2026-04-16
deltaker4339,gjennomføring154,S.Bestemt,2025-07-08,2025-09-26
deltaker4340,gjennomføring111,S.Tilpasset,2009-11-17,2010-02-01
deltaker4341,gjennomføring3,S.Tilpasset,2023-07-22,2023-09-29
deltaker4342,gjennomføring145,Landegruppe3,2015-10-10,2015-11-27
deltaker4343,gjennomføring130,S.Tilpasset,2021-06-24,2023-06-10
deltaker4344,gjennomføring15,Landegruppe3,2021-08-08,2021-09-09
deltaker4345,gjennomføring103,S.Tilpasset,2020-02-07,2023-08-23
deltaker4346,gjennomføring90,S.Bestemt,2018-11-20,2020-02-07
deltaker4347,gjennomføring122,S.Tilpasset,2026-09-30,2026-12-31
deltaker4348,gjennomføring195,S.Tilpasset,2023-01-02,2023-01-26
deltaker4349,gjennomføring55,S.Bestemt,2011-12-14,2015-12-16
deltaker4350,gjennomføring4,Landegruppe3,2026-05-04,2026-05-23
deltaker4351,gjennomføring72,S.Bestemt,2023-06-15,2023-07-19
deltaker4352,gjennomføring69,Landegruppe3,2023-12-05,2023-12-06
deltaker4353,gjennomføring138,S.Tilpasset,2014-03-28,2014-05-16
deltaker4354,gjennomføring165,Landegruppe3,2011-08-03,2011-10-26
deltaker4355,gjennomføring177,Landegruppe3,2018-02-10,2019-09-26
deltaker4356,gjennomføring4,S.Bestemt,2025-08-19,2025-11-18
deltaker4357,gjennomføring101,S.Tilpasset,2016-06-06,2019-10-30
deltaker4358,gjennomføring173,Landegruppe3,2009-06-25,2015-08-27
deltaker4359,gjennomføring186,S.Tilpasset,2019-02-22,2024-09-09
deltaker4360,gjennomføring10,Landegruppe3,2025-05-23,2026-06-07
deltaker4361,gjennomføring69,S.Bestemt,2023-08-15,2023-09-15
deltaker4362,gjennomføring83,S.Bestemt,2023-12-16,2024-11-06
deltaker4363,gjennomføring163,S.Tilpasset,2018-03-02,2018-07-10
deltaker4364,gjennomføring12,Landegruppe3,2026-05-15,2026-05-29
deltaker4365,gjennomføring111,S.Bestemt,2010-06-07,2010-08-29
deltaker4366,gjennomføring189,S.Tilpasset,2018-04-01,2019-08-26
deltaker4367,gjennomføring184,Landegruppe3,2018-11-28,2020-02-08
deltaker4368,gjennomføring133,S.Tilpasset,2014-12-09,2016-04-29
deltaker4369,gjennomføring124,S.Tilpasset,2022-05-27,2023-09-25
deltaker4370,gjennomføring173,Landegruppe3,2012-04-03,2013-02-15
deltaker4371,gjennomføring152,S.Tilpasset,2021-08-01,2021-09-16
deltaker4372,gjennomføring64,Landegruppe3,2009-06-20,2009-07-09
deltaker4373,gjennomføring2,S.Bestemt,2025-02-17,2025-02-23
deltaker4374,gjennomføring127,S.Tilpasset,2021-08-27,2021-09-01
deltaker4375,gjennomføring179,S.Bestemt,2013-03-11,2021-05-27
deltaker4376,gjennomføring19,Landegruppe3,2018-03-24,2018-06-05
deltaker4377,gjennomføring20,S.Bestemt,2016-07-31,2020-01-21
deltaker4378,gjennomføring96,S.Tilpasset,2013-04-21,2013-12-28
deltaker4379,gjennomføring175,S.Bestemt,2012-10-08,2021-10-26
deltaker4380,gjennomføring83,S.Bestemt,2024-07-21,2025-12-22
deltaker4381,gjennomføring97,S.Bestemt,2011-09-14,2011-12-12
deltaker4382,gjennomføring4,S.Bestemt,2025-10-13,2025-12-05
deltaker4383,gjennomføring26,S.Bestemt,2016-03-20,2018-07-26
deltaker4384,gjennomføring72,S.Bestemt,2024-06-17,2025-01-29
deltaker4385,gjennomføring58,S.Bestemt,2014-07-15,2017-05-11
deltaker4386,gjennomføring91,Landegruppe3,2012-06-19,2012-09-11
deltaker4387,gjennomføring64,S.Tilpasset,2009-06-15,2009-07-08
deltaker4388,gjennomføring88,Landegruppe3,2023-03-13,2024-02-13
deltaker4389,gjennomføring55,S.Tilpasset,2016-05-24,2017-10-04
deltaker4390,gjennomføring103,Landegruppe3,2022-04-30,2023-09-02
deltaker4391,gjennomføring1,Landegruppe3,2024-07-10,2024-11-30
deltaker4392,gjennomføring22,S.Bestemt,2013-07-28,2016-12-15
deltaker4393,gjennomføring22,Landegruppe3,2014-06-25,2015-11-05
deltaker4394,gjennomføring106,S.Tilpasset,2015-07-17,2016-11-20
deltaker4395,gjennomføring74,Landegruppe3,2026-09-28,2026-10-12
deltaker4396,gjennomføring82,Landegruppe3,2024-07-09,2025-06-02
deltaker4397,gjennomføring185,S.Tilpasset,2012-11-29,2013-11-11
deltaker4398,gjennomføring175,S.Bestemt,2015-05-26,2020-09-02
deltaker4399,gjennomføring69,Landegruppe3,2023-06-04,2023-12-06
deltaker4400,gjennomføring49,Landegruppe3,2018-07-21,2019-04-26
deltaker4401,gjennomføring153,Landegruppe3,2024-06-09,2025-03-25
deltaker4402,gjennomføring144,S.Tilpasset,2009-11-01,2010-01-12
deltaker4403,gjennomføring21,S.Bestemt,2018-07-09,2018-07-26
deltaker4404,gjennomføring17,S.Bestemt,2020-03-01,2021-01-31
deltaker4405,gjennomføring119,Landegruppe3,2018-08-07,2019-01-19
deltaker4406,gjennomføring49,S.Bestemt,2018-05-25,2019-10-04
deltaker4407,gjennomføring170,S.Tilpasset,2023-06-24,2024-06-02
deltaker4408,gjennomføring160,Landegruppe3,2019-08-05,2019-08-09
deltaker4409,gjennomføring186,S.Bestemt,2022-12-06,2026-01-05
deltaker4410,gjennomføring121,Landegruppe3,2025-02-11,2025-03-19
deltaker4411,gjennomføring90,Landegruppe3,2020-02-24,2020-04-23
deltaker4412,gjennomføring82,S.Bestemt,2022-06-25,2024-11-06
deltaker4413,gjennomføring62,S.Bestemt,2018-04-24,2018-11-14
deltaker4414,gjennomføring91,Landegruppe3,2012-08-29,2015-04-15
deltaker4415,gjennomføring93,S.Bestemt,2014-08-17,2016-12-08
deltaker4416,gjennomføring128,Landegruppe3,2025-04-26,2025-04-27
deltaker4417,gjennomføring68,Landegruppe3,2023-08-14,2023-11-11
deltaker4418,gjennomføring146,S.Tilpasset,2020-07-25,2022-02-22
deltaker4419,gjennomføring43,S.Tilpasset,2024-10-11,2025-01-04
deltaker4420,gjennomføring90,Landegruppe3,2019-04-05,2020-01-28
deltaker4421,gjennomføring28,S.Tilpasset,2026-02-13,2026-04-10
deltaker4422,gjennomføring106,S.Tilpasset,2016-04-24,2016-11-08
deltaker4423,gjennomføring99,Landegruppe3,2020-11-12,2024-07-01
deltaker4424,gjennomføring184,S.Bestemt,2019-08-02,2019-10-02
deltaker4425,gjennomføring177,Landegruppe3,2017-09-19,2019-02-28
deltaker4426,gjennomføring191,S.Tilpasset,2021-12-08,2023-05-05
deltaker4427,gjennomføring51,Landegruppe3,2014-05-27,2014-09-09
deltaker4428,gjennomføring172,S.Tilpasset,2026-03-29,2026-04-07
deltaker4429,gjennomføring62,S.Bestemt,2017-11-01,2018-01-24
deltaker4430,gjennomføring35,S.Bestemt,2013-04-28,2020-11-23
deltaker4431,gjennomføring66,Landegruppe3,2023-05-28,2024-05-24
deltaker4432,gjennomføring113,S.Tilpasset,2010-12-26,2014-02-02
deltaker4433,gjennomføring111,Landegruppe3,2010-04-18,2010-04-22
deltaker4434,gjennomføring73,S.Tilpasset,2011-08-22,2012-05-14
deltaker4435,gjennomføring96,Landegruppe3,2013-03-01,2013-03-13
deltaker4436,gjennomføring150,S.Bestemt,2023-03-25,2023-09-11
deltaker4437,gjennomføring96,S.Tilpasset,2013-03-05,2013-03-07
deltaker4438,gjennomføring51,Landegruppe3,2014-06-10,2014-07-22
deltaker4439,gjennomføring106,S.Tilpasset,2016-02-11,2017-04-28
deltaker4440,gjennomføring62,S.Tilpasset,2015-12-15,2018-08-10
deltaker4441,gjennomføring60,S.Tilpasset,2025-09-30,2026-06-25
deltaker4442,gjennomføring129,S.Bestemt,2013-09-19,2013-10-04
deltaker4443,gjennomføring71,Landegruppe3,2021-12-13,2024-03-10
deltaker4444,gjennomføring56,S.Bestemt,2023-07-02,2023-07-03
deltaker4445,gjennomføring129,S.Bestemt,2013-11-18,2013-12-17
deltaker4446,gjennomføring187,S.Tilpasset,2017-12-10,2020-07-16
deltaker4447,gjennomføring32,S.Bestemt,2023-12-02,2023-12-07
deltaker4448,gjennomføring24,S.Tilpasset,2011-07-10,2011-07-17
deltaker4449,gjennomføring28,S.Tilpasset,2025-07-09,2026-07-26
deltaker4450,gjennomføring64,S.Bestemt,2009-06-09,2009-06-28
deltaker4451,gjennomføring17,S.Bestemt,2020-04-03,2020-08-13
deltaker4452,gjennomføring0,S.Bestemt,2021-11-22,2022-06-11
deltaker4453,gjennomføring167,S.Tilpasset,2024-06-15,2025-01-26
deltaker4454,gjennomføring190,Landegruppe3,2015-08-10,2015-08-28
deltaker4455,gjennomføring189,S.Tilpasset,2017-04-21,2017-05-01
deltaker4456,gjennomføring126,Landegruppe3,2014-05-18,2014-09-14
deltaker4457,gjennomføring130,S.Bestemt,2022-03-08,2024-03-06
deltaker4458,gjennomføring162,S.Bestemt,2022-09-23,2022-12-13
deltaker4459,gjennomføring185,S.Bestemt,2014-10-17,2015-02-01
deltaker4460,gjennomføring126,Landegruppe3,2019-06-28,2019-07-28
deltaker4461,gjennomføring69,S.Tilpasset,2023-06-19,2023-06-25
deltaker4462,gjennomføring67,S.Tilpasset,2025-04-11,2025-11-07
deltaker4463,gjennomføring94,S.Tilpasset,2014-06-08,2015-07-19
deltaker4464,gjennomføring134,S.Tilpasset,2025-09-05,2025-10-19
deltaker4465,gjennomføring86,Landegruppe3,2019-03-12,2020-05-10
deltaker4466,gjennomføring103,S.Bestemt,2023-06-30,2024-07-17
deltaker4467,gjennomføring174,S.Bestemt,2026-05-15,2026-06-06
deltaker4468,gjennomføring168,S.Bestemt,2022-05-20,2022-06-03
deltaker4469,gjennomføring17,S.Bestemt,2020-01-16,2020-09-30
deltaker4470,gjennomføring117,S.Tilpasset,2023-11-04,2023-12-25
deltaker4471,gjennomføring128,S.Bestemt,2025-04-04,2025-04-08
deltaker4472,gjennomføring138,S.Tilpasset,2014-03-23,2015-02-11
deltaker4473,gjennomføring141,Landegruppe3,2015-03-02,2015-04-20
deltaker4474,gjennomføring89,S.Bestemt,2024-10-07,2025-12-31
deltaker4475,gjennomføring76,S.Bestemt,2019-07-08,2019-08-14
deltaker4476,gjennomføring178,Landegruppe3,2023-05-12,2023-05-20
deltaker4477,gjennomføring80,Landegruppe3,2025-06-23,2025-07-24
deltaker4478,gjennomføring0,S.Tilpasset,2022-02-10,2022-08-06
deltaker4479,gjennomføring80,S.Tilpasset,2025-09-02,2025-12-26
deltaker4480,gjennomføring10,S.Bestemt,2022-12-06,2026-05-30
deltaker4481,gjennomføring34,S.Tilpasset,2023-08-10,2025-02-19
deltaker4482,gjennomføring190,Landegruppe3,2012-04-28,2013-07-11
deltaker4483,gjennomføring147,S.Bestemt,2023-05-19,2023-05-22
deltaker4484,gjennomføring132,S.Tilpasset,2022-03-22,2022-12-26
deltaker4485,gjennomføring83,S.Bestemt,2025-07-17,2025-07-22
deltaker4486,gjennomføring56,S.Tilpasset,2023-08-02,2023-08-04
deltaker4487,gjennomføring180,S.Tilpasset,2019-11-10,2020-10-25
deltaker4488,gjennomføring60,Landegruppe3,2025-08-17,2025-09-03
deltaker4489,gjennomføring131,S.Bestemt,2023-05-12,2023-07-23
deltaker4490,gjennomføring85,Landegruppe3,2023-10-01,2025-04-11
deltaker4491,gjennomføring148,Landegruppe3,2024-11-22,2025-12-25
deltaker4492,gjennomføring165,S.Bestemt,2011-05-21,2011-08-07
deltaker4493,gjennomføring39,S.Bestemt,2023-03-24,2023-08-13
deltaker4494,gjennomføring13,S.Tilpasset,2019-11-15,2019-11-30
deltaker4495,gjennomføring113,S.Tilpasset,2013-03-13,2013-05-09
deltaker4496,gjennomføring185,S.Bestemt,2012-09-19,2015-01-03
deltaker4497,gjennomføring196,S.Tilpasset,2018-02-01,2018-08-17
deltaker4498,gjennomføring38,S.Tilpasset,2023-02-01,2024-09-22
deltaker4499,gjennomføring100,S.Bestemt,2024-05-17,2024-07-25
deltaker4500,gjennomføring89,S.Tilpasset,2026-02-19,2026-04-26
deltaker4501,gjennomføring190,S.Tilpasset,2015-06-25,2015-08-17
deltaker4502,gjennomføring139,S.Bestemt,2011-02-10,2019-08-09
deltaker4503,gjennomføring1,S.Bestemt,2024-06-05,2024-10-06
deltaker4504,gjennomføring64,S.Tilpasset,2009-06-03,2009-06-30
deltaker4505,gjennomføring135,Landegruppe3,2014-07-26,2015-02-21
deltaker4506,gjennomføring49,S.Tilpasset,2019-07-21,2020-01-21
deltaker4507,gjennomføring195,S.Bestemt,2019-02-08,2020-11-15
deltaker4508,gjennomføring124,Landegruppe3,2021-05-13,2022-12-31
deltaker4509,gjennomføring60,S.Tilpasset,2026-10-30,2026-11-22
deltaker4510,gjennomføring55,Landegruppe3,2018-05-12,2019-06-12
deltaker4511,gjennomføring155,S.Bestemt,2019-07-21,2020-10-08
deltaker4512,gjennomføring80,S.Tilpasset,2024-11-02,2025-07-31
deltaker4513,gjennomføring104,Landegruppe3,2015-08-27,2016-03-16
deltaker4514,gjennomføring127,Landegruppe3,2021-04-23,2021-08-18
deltaker4515,gjennomføring142,S.Bestemt,2022-03-31,2022-04-11
deltaker4516,gjennomføring69,S.Tilpasset,2023-08-26,2023-09-19
deltaker4517,gjennomføring35,S.Tilpasset,2016-04-06,2016-11-29
deltaker4518,gjennomføring178,S.Tilpasset,2023-05-18,2023-07-06
deltaker4519,gjennomføring83,S.Tilpasset,2023-11-04,2025-09-03
deltaker4520,gjennomføring98,S.Bestemt,2016-08-22,2021-03-20
deltaker4521,gjennomføring50,Landegruppe3,2019-07-13,2020-07-12
deltaker4522,gjennomføring113,S.Tilpasset,2011-03-04,2012-12-21
deltaker4523,gjennomføring124,Landegruppe3,2020-01-14,2023-07-27
deltaker4524,gjennomføring175,S.Bestemt,2020-06-17,2021-04-28
deltaker4525,gjennomføring37,Landegruppe3,2015-12-19,2021-01-14
deltaker4526,gjennomføring42,S.Tilpasset,2023-10-31,2024-12-12
deltaker4527,gjennomføring198,S.Tilpasset,2023-09-27,2023-12-31
deltaker4528,gjennomføring49,Landegruppe3,2019-12-30,2020-01-15
deltaker4529,gjennomføring5,Landegruppe3,2023-06-28,2024-08-08
deltaker4530,gjennomføring14,Landegruppe3,2019-03-03,2020-03-04
deltaker4531,gjennomføring43,S.Bestemt,2025-01-09,2025-07-17
deltaker4532,gjennomføring1,S.Tilpasset,2024-05-09,2024-10-09
deltaker4533,gjennomføring43,S.Bestemt,2025-12-11,2026-04-24
deltaker4534,gjennomføring177,Landegruppe3,2017-03-29,2017-06-14
deltaker4535,gjennomføring51,Landegruppe3,2014-05-11,2014-08-02
deltaker4536,gjennomføring13,S.Bestemt,2019-10-11,2019-11-06
deltaker4537,gjennomføring104,S.Bestemt,2016-05-07,2016-08-15
deltaker4538,gjennomføring88,Landegruppe3,2024-02-27,2024-03-04
deltaker4539,gjennomføring182,S.Bestemt,2019-01-18,2019-01-25
deltaker4540,gjennomføring12,S.Bestemt,2024-11-09,2025-06-20
deltaker4541,gjennomføring92,Landegruppe3,2017-11-24,2021-09-03
deltaker4542,gjennomføring170,Landegruppe3,2022-11-15,2023-06-19
deltaker4543,gjennomføring197,S.Bestemt,2024-08-15,2025-10-23
deltaker4544,gjennomføring19,S.Bestemt,2016-09-05,2017-05-28
deltaker4545,gjennomføring172,Landegruppe3,2026-01-01,2026-03-27
deltaker4546,gjennomføring22,S.Bestemt,2015-06-07,2016-08-05
deltaker4547,gjennomføring195,Landegruppe3,2015-06-25,2019-11-02
deltaker4548,gjennomføring20,S.Bestemt,2013-12-09,2015-03-31
deltaker4549,gjennomføring70,S.Bestemt,2018-11-13,2018-11-17
deltaker4550,gjennomføring116,Landegruppe3,2009-09-11,2012-11-24
deltaker4551,gjennomføring87,S.Tilpasset,2023-08-03,2024-04-12
deltaker4552,gjennomføring91,Landegruppe3,2014-01-04,2015-05-09
deltaker4553,gjennomføring175,S.Bestemt,2014-11-16,2019-04-20
deltaker4554,gjennomføring156,Landegruppe3,2022-12-14,2023-01-01
deltaker4555,gjennomføring129,S.Bestemt,2013-01-09,2013-07-09
deltaker4556,gjennomføring183,S.Bestemt,2019-05-03,2021-08-26
deltaker4557,gjennomføring124,S.Tilpasset,2023-02-24,2024-03-21
deltaker4558,gjennomføring189,S.Tilpasset,2016-02-19,2018-11-17
deltaker4559,gjennomføring134,S.Bestemt,2024-07-23,2025-12-13
deltaker4560,gjennomføring41,S.Tilpasset,2026-11-21,2026-11-23
deltaker4561,gjennomføring88,Landegruppe3,2022-09-11,2023-08-30
deltaker4562,gjennomføring178,Landegruppe3,2023-07-19,2023-07-22
deltaker4563,gjennomføring30,S.Bestemt,2019-01-27,2019-08-02
deltaker4564,gjennomføring61,S.Bestemt,2018-08-10,2023-04-09
deltaker4565,gjennomføring163,S.Tilpasset,2017-08-22,2018-01-02
deltaker4566,gjennomføring69,S.Tilpasset,2023-02-28,2023-06-09
deltaker4567,gjennomføring34,S.Tilpasset,2022-05-21,2024-09-27
deltaker4568,gjennomføring32,Landegruppe3,2024-02-14,2024-04-05
deltaker4569,gjennomføring127,S.Bestemt,2020-07-30,2021-10-18
deltaker4570,gjennomføring106,S.Bestemt,2015-04-19,2016-10-21
deltaker4571,gjennomføring77,S.Bestemt,2015-01-22,2015-10-28
deltaker4572,gjennomføring139,S.Tilpasset,2011-11-06,2013-05-07
deltaker4573,gjennomføring63,S.Bestemt,2026-09-20,2026-09-29
deltaker4574,gjennomføring56,S.Tilpasset,2022-11-24,2023-06-04
deltaker4575,gjennomføring92,S.Tilpasset,2019-09-16,2020-02-16
deltaker4576,gjennomføring86,Landegruppe3,2015-12-12,2024-11-19
deltaker4577,gjennomføring193,S.Tilpasset,2025-02-26,2025-08-24
deltaker4578,gjennomføring79,S.Bestemt,2011-11-11,2013-07-03
deltaker4579,gjennomføring140,S.Tilpasset,2018-04-11,2020-06-30
deltaker4580,gjennomføring24,S.Bestemt,2010-12-03,2011-01-16
deltaker4581,gjennomføring16,S.Tilpasset,2025-10-30,2026-01-05
deltaker4582,gjennomføring105,S.Bestemt,2023-02-26,2023-03-10
deltaker4583,gjennomføring156,S.Bestemt,2022-09-13,2022-11-17
deltaker4584,gjennomføring120,Landegruppe3,2021-09-03,2021-12-24
deltaker4585,gjennomføring146,S.Bestemt,2018-08-19,2018-08-30
deltaker4586,gjennomføring119,Landegruppe3,2017-02-09,2017-08-13
deltaker4587,gjennomføring145,Landegruppe3,2014-07-03,2014-10-16
deltaker4588,gjennomføring37,S.Tilpasset,2018-06-08,2020-06-23
deltaker4589,gjennomføring124,S.Bestemt,2017-08-22,2020-04-25
deltaker4590,gjennomføring189,S.Tilpasset,2018-01-11,2019-08-06
deltaker4591,gjennomføring164,S.Bestemt,2026-06-24,2026-07-08
deltaker4592,gjennomføring161,S.Bestemt,2026-10-20,2026-10-22
deltaker4593,gjennomføring173,S.Bestemt,2011-07-11,2016-10-29
deltaker4594,gjennomføring72,S.Bestemt,2023-03-16,2024-08-15
deltaker4595,gjennomføring90,S.Bestemt,2019-02-22,2019-07-19
deltaker4596,gjennomføring21,S.Bestemt,2018-07-06,2018-07-23
deltaker4597,gjennomføring36,S.Tilpasset,2025-05-14,2026-08-13
deltaker4598,gjennomføring112,S.Bestemt,2012-11-11,2013-12-06
deltaker4599,gjennomføring5,S.Tilpasset,2022-11-24,2023-11-16
deltaker4600,gjennomføring73,S.Bestemt,2011-05-12,2015-07-18
deltaker4601,gjennomføring127,S.Bestemt,2021-06-08,2021-09-17
deltaker4602,gjennomføring23,S.Tilpasset,2017-09-21,2019-11-09
deltaker4603,gjennomføring31,S.Bestemt,2017-05-31,2017-10-15
deltaker4604,gjennomføring168,S.Tilpasset,2021-02-01,2021-06-28
deltaker4605,gjennomføring131,Landegruppe3,2023-07-13,2023-08-30
deltaker4606,gjennomføring151,S.Tilpasset,2013-10-06,2013-10-13
deltaker4607,gjennomføring79,Landegruppe3,2014-09-30,2015-02-11
deltaker4608,gjennomføring126,S.Tilpasset,2015-06-02,2017-03-20
deltaker4609,gjennomføring188,S.Bestemt,2024-03-03,2024-03-12
deltaker4610,gjennomføring85,Landegruppe3,2024-11-22,2025-03-11
deltaker4611,gjennomføring26,S.Tilpasset,2017-12-27,2018-09-08
deltaker4612,gjennomføring48,S.Bestemt,2015-02-08,2016-09-09
deltaker4613,gjennomføring100,S.Tilpasset,2025-08-29,2026-02-03
deltaker4614,gjennomføring124,S.Bestemt,2024-02-10,2024-04-20
deltaker4615,gjennomføring8,S.Tilpasset,2022-09-23,2022-09-30
deltaker4616,gjennomføring3,Landegruppe3,2022-10-05,2022-11-16
deltaker4617,gjennomføring157,S.Tilpasset,2016-08-31,2017-01-07
deltaker4618,gjennomføring78,S.Tilpasset,2024-07-07,2024-07-21
deltaker4619,gjennomføring90,S.Tilpasset,2020-03-26,2020-04-01
deltaker4620,gjennomføring70,S.Tilpasset,2018-10-27,2019-05-30
deltaker4621,gjennomføring45,S.Bestemt,2017-05-24,2023-08-30
deltaker4622,gjennomføring141,S.Bestemt,2012-11-28,2015-06-06
deltaker4623,gjennomføring64,S.Tilpasset,2009-06-25,2009-06-29
deltaker4624,gjennomføring118,Landegruppe3,2020-01-02,2020-01-18
deltaker4625,gjennomføring89,S.Bestemt,2025-04-10,2025-06-09
deltaker4626,gjennomføring3,S.Tilpasset,2023-06-03,2024-01-19
deltaker4627,gjennomføring140,Landegruppe3,2011-05-03,2014-09-12
deltaker4628,gjennomføring157,S.Tilpasset,2016-08-15,2018-10-17
deltaker4629,gjennomføring6,Landegruppe3,2012-03-06,2014-05-05
deltaker4630,gjennomføring0,S.Bestemt,2020-05-26,2021-06-16
deltaker4631,gjennomføring68,S.Bestemt,2024-07-14,2025-12-03
deltaker4632,gjennomføring100,S.Tilpasset,2024-07-18,2025-07-30
deltaker4633,gjennomføring70,S.Tilpasset,2019-04-27,2019-07-21
deltaker4634,gjennomføring28,S.Bestemt,2026-07-03,2026-07-27
deltaker4635,gjennomføring115,S.Bestemt,2024-06-08,2024-08-17
deltaker4636,gjennomføring109,S.Bestemt,2014-11-11,2015-05-14
deltaker4637,gjennomføring198,Landegruppe3,2016-04-20,2018-04-02
deltaker4638,gjennomføring112,Landegruppe3,2014-04-25,2014-09-10
deltaker4639,gjennomføring8,Landegruppe3,2020-03-24,2022-05-07
deltaker4640,gjennomføring90,Landegruppe3,2019-01-11,2019-11-14
deltaker4641,gjennomføring26,Landegruppe3,2019-02-11,2019-03-07
deltaker4642,gjennomføring108,S.Tilpasset,2024-08-26,2024-08-28
deltaker4643,gjennomføring143,Landegruppe3,2024-08-17,2025-01-05
deltaker4644,gjennomføring150,S.Tilpasset,2022-04-08,2022-05-07
deltaker4645,gjennomføring172,Landegruppe3,2025-12-02,2026-04-28
